category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
3,2017-03,3,2017,3/25/17 17:55,91113,3,"SIMPLE ASSAULT-ADULT/NO INJURY",0,S BROADWAY / LAFAYETTE AVE,20, , , , ,38.60922922,-90.19930055,1595
2,2017-03,3,2017,3/25/17 17:57,69702,5,"LARCENY-ALL OTHER UNDER $500",4315,WEST BELLE PL,58, , ,4315,WEST BELLE,38.650349,-90.24670528,1596
6,2017-03,3,2017,3/25/17 18:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,GAY ST / N TUCKER BLVD,35, , , , ,38.63390919,-90.19597077,1597
6,2017-03,3,2017,3/25/17 18:20,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5980,SHERRY AVE,76, , ,5980,SHERRY,38.70153773,-90.2595696,1598
2,2017-03,3,2017,3/25/17 18:30,67701,5,"LARCENY-FROM BUILDING UNDER $500",4956,DELMAR BLVD,38, ,DOLLAR GENERAL,4956,DELMAR,38.65121084,-90.26222723,1599
3,2017-03,3,2017,3/25/17 19:00,91113,3,"SIMPLE ASSAULT-ADULT/NO INJURY",3403,HARTFORD ST,25, , ,3403,HARTFORD,38.60153484,-90.23801755,1600
2,2017-03,3,2017,3/25/17 19:15,64701,2,"LARCENY-FROM MTR VEH UNDER $500",1518,KRAFT ST,43,CLUB FITNESS PARKING LOT,CLUB FITNESS PARKING LOT,1518,KRAFT,38.62452078,-90.30057968,1601
2,2017-03,3,2017,3/25/17 19:30,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",4900,MARDEL AVE,14, , ,4900,MARDEL,38.5923535,-90.27268069,1602
6,2017-03,3,2017,3/25/17 20:35,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4837,PENROSE ST,69, , ,4837,PENROSE,38.67987295,-90.24293004,1603
2,2017-03,3,2017,3/25/17 20:45,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",3173,HAMPTON AVE,9, , ,3173,HAMPTON,38.60506553,-90.29094293,1604
3,2017-03,3,2017,3/25/17 21:28,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",4418,MARCUS AVE,69, , ,4418,MARCUS,38.68121936,-90.23716889,1605
2,2017-03,3,2017,3/25/17 21:30,64711,1,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",3728,DUNNICA AVE,16, , ,3728,DUNNICA,38.58742089,-90.24809958,1606
2,2017-03,3,2017,3/25/17 21:30,64701,2,"LARCENY-FROM MTR VEH UNDER $500",4138,CHOUTEAU AVE,39, , ,4138,CHOUTEAU,38.62831249,-90.25157929,1607
2,2017-03,3,2017,3/25/17 22:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",4910,PERSHING PL,38, , ,333,EUCLID,38.64627161,-90.26120784,1608
2,2017-03,3,2017,3/25/17 22:39,67701,3,"LARCENY-FROM BUILDING UNDER $500",2625,LAFAYETTE AVE,31, ,@HOTEL- AVYAN,2625,LAFAYETTE,38.61529928,-90.22215102,1609
2,2017-03,3,2017,3/25/17 22:49,35421,4,"ROBBERY-GAS STA/STRNGARM/NO INJ/SUCCESS",3140,OLIVE ST,37,PB GAS STATION, ,3140,OLIVE,38.635234,-90.22535651,1610
6,2017-03,3,2017,3/25/17 23:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5237,EMERSON AVE,72, , ,5237,EMERSON,38.69424546,-90.24693702,1611
2,2017-03,3,2017,3/25/17 23:00,66701,2,"LARCENY-BICYCLES UNDER $500",5657,NOTTINGHAM AVE,7, , ,5657,NOTTINGHAM,38.58693049,-90.29045814,1612
2,2017-03,3,2017,3/25/17 23:15,64701,4,"LARCENY-FROM MTR VEH UNDER $500",2619,WASHINGTON AVE,37, , ,2619,WASHINGTON,38.63528007,-90.21364971,1613
3,2017-03,3,2017,3/25/17 23:30,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3534,CLARENCE AVE,56, , ,3534,CLARENCE,38.66766127,-90.23524307,1614
2,2017-03,3,2017,3/25/17 23:30,71030,4,"AUTO THEFT-PERM RETNT/JOY RIDE",1445,OFALLON ST,61, , ,1445,OFALLON,38.64070148,-90.19766359,1615
2,2017-03,3,2017,3/25/17 23:40,64701,4,"LARCENY-FROM MTR VEH UNDER $500",2709,LOCUST ST,37,PHYLLIS WHEATLEY HERITAGE CENTER, ,2617,WASHINGTON,38.63495734,-90.21643419,1616
2,2017-03,3,2017,3/25/17 23:45,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1445,LASALLE LN,33, ,REAR, , ,38.61844958,-90.20560243,1617
6,2017-03,3,2017,3/26/17 0:10,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3624,MARCELINE TER,16, , ,3624,MARCELINE,38.5753707,-90.24853064,1618
3,2017-03,3,2017,3/26/17 0:50,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",320,UNION BLVD,38, , , , ,38.64777725,-90.27409361,1619
2,2017-03,3,2017,3/26/17 0:53,52222,6,"BURGLARY-BUSINESS/NIT/UNLAW ENT/UNOCCUPIED",4873,SAINT LOUIS AVE,55,SALAMA MARKET, ,4873,SAINT LOUIS,38.67030992,-90.25227239,1620
6,2017-03,3,2017,3/26/17 1:30,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3858,MARKET ST,37,BAR- JJS CLUBHOUSE, , , ,38.63168687,-90.24252179,1621
3,2017-03,3,2017,3/26/17 1:30,42016,1,"ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC",2917,MOUNT PLEASANT ST,17, , ,2917,MOUNT PLEASANT,38.5730089,-90.23739502,1622
3,2017-03,3,2017,3/26/17 2:01,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",1546,SWITZER AVE,73, , ,1546,SWITZER,38.71474736,-90.24367191,1623
3,2017-03,3,2017,3/26/17 2:43,41021,4,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE",3519,N GRAND BLVD,59, , , , ,38.65995748,-90.21813501,1624
3,2017-03,3,2017,3/26/17 3:00,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4135,OREGON AVE,16, , ,4135,OREGON,38.58044312,-90.23428567,1625
3,2017-03,3,2017,3/26/17 5:30,41021,4,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE",835,CARR ST,62,CAMBRIDGE HEIGHTS HOUSING COMPLEX, ,835,CARR,38.63533072,-90.19040816,1626
2,2017-03,3,2017,3/26/17 5:30,71040,1,"AUTO THEFT-PERM RETNT/ATTEMPT",7607,TENNESSEE AVE,1, , ,7607,TENNESSEE,38.55283824,-90.26738429,1627
6,2017-03,3,2017,3/26/17 6:15,142310,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP",1201,WASHINGTON AVE,36,NA,N & S SIDEWALKS & STREET, , ,38.63210757,-90.19691378,1628
3,2017-03,3,2017,3/26/17 6:26,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3642,BOTANICAL AVE,27, , ,3622,BOTANICAL,38.60862134,-90.24262909,1629
6,2017-03,3,2017,3/26/17 8:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5744,GOODFELLOW BLVD,76, , ,5744,GOODFELLOW,38.71143446,-90.25586398,1630
3,2017-03,3,2017,3/26/17 9:00,41021,3,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE",3345,LEMP AVE,22, , ,3335,SALENA,38.59300269,-90.21885535,1631
6,2017-03,3,2017,3/26/17 9:10,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6718,IDAHO AVE,1, , ,6718,IDAHO,38.55708267,-90.25751091,1632
2,2017-03,3,2017,3/26/17 10:00,64701,4,"LARCENY-FROM MTR VEH UNDER $500",1531,WASHINGTON AVE,36, , ,1531,WASHINGTON,38.63305831,-90.20144083,1633
2,2017-03,3,2017,3/26/17 10:12,67701,6,"LARCENY-FROM BUILDING UNDER $500",3730,GOODFELLOW BLVD,70, ,@RALLYS- GOODFELLOW,3730,GOODFELLOW,38.6867042,-90.27038623,1634
2,2017-03,3,2017,3/26/17 10:30,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",3296,HAMPTON AVE,14, , ,3296,HAMPTON,38.60101986,-90.29197469,1635
2,2017-03,3,2017,3/26/17 10:30,67601,3,"LARCENY-FROM BUILDING $500 - $24,999",3315,OSAGE ST,16, , ,3315,OSAGE,38.58444474,-90.24075839,1636
3,2017-03,3,2017,3/26/17 10:30,43012,6,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE",5253,EMERSON AVE,72, ,REAR,5352,EMERSON,38.69452717,-90.24642342,1637
2,2017-03,3,2017,3/26/17 10:39,32211,3,"ROBBERY-RESIDENCE  /KNIFE USED/SUCCESSFUL",2200,INDIANA AVE,23, ,1ST FLOOR,2200,INDIANA,38.60953999,-90.2205438,1638
6,2017-03,3,2017,3/26/17 11:05,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2923,FRANKLIN AVE,59,LUCAS HEIGHTS VILLAGE APARTMENTS, ,613,GARRISON,38.63903491,-90.21865776,1639
6,2017-03,3,2017,3/26/17 11:36,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4912,LABADIE AVE,55, ,A/C UNIT SOUTH SIDE OF HOUSE,4912,LABADIE,38.6710824,-90.25268654,1640
5,2017-03,3,2017,3/26/17 11:36,115100,6,"FRAUD-STEALING BY DECEIT/OVER $150",4475,KOSSUTH AVE,69, , ,4475,KOSSUTH,38.67449495,-90.23607504,1641
2,2017-03,3,2017,3/26/17 12:30,64701,4,"LARCENY-FROM MTR VEH UNDER $500",0,N 18TH ST / LUCAS AVE,36, , , , ,38.63397786,-90.20455345,1642
3,2017-03,3,2017,3/26/17 12:45,91113,5,"SIMPLE ASSAULT-ADULT/NO INJURY",768,AUBERT AVE,53, , ,4810,ENRIGHT,38.65352922,-90.2612874,1643
3,2017-03,3,2017,3/26/17 13:30,92000,6,"SIMPLE ASSAULT-HARRASSMENT",5754,ACME AVE,76, , ,5754,ACME,38.71288753,-90.25610051,1644
2,2017-03,3,2017,3/26/17 13:30,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 3RD ST / MORGAN ST,35, , , , ,38.631194,-90.18577494,1645
3,2017-03,3,2017,3/26/17 13:50,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",3327,BELT AVE,50, , , , ,38.67947874,-90.2657212,1646
2,2017-03,3,2017,3/26/17 14:00,63701,5,"LARCENY-SHOPLIFT UNDER $500",4652,MARYLAND AVE,38,Q BOUTIQUE, ,4652,MARYLAND,38.64428341,-90.26112795,1647
2,2017-03,3,2017,3/26/17 15:00,67601,6,"LARCENY-FROM BUILDING $500 - $24,999",5140,RIVERVIEW BLVD,72, ,NORTHWEST HIGH SCHOOL,6007,THEKLA,38.70133277,-90.25606583,1648
6,2017-03,3,2017,3/26/17 15:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1205,N 7TH ST,62, ,APT B,1205,7TH,38.63674363,-90.18890892,1649
2,2017-03,3,2017,3/26/17 15:00,65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",4511,MCPHERSON AVE,38, ,PARKING LOT,4511,MCPHERSON,38.646561,-90.256398,1650
2,2017-03,3,2017,3/26/17 16:25,31111,6,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",4300,WARNE AVE,67, , , , ,38.67156694,-90.21919143,1651
3,2017-03,3,2017,3/26/17 16:40,91113,1,"SIMPLE ASSAULT-ADULT/NO INJURY",7427,S BROADWAY,2, , ,7427,BROADWAY,38.54844835,-90.25727626,1652
6,2017-03,3,2017,3/26/17 16:51,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",814,N 19TH ST,36, , ,814,19TH,38.63544416,-90.20563656,1653
2,2017-03,3,2017,3/26/17 17:10,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3248,PENNSYLVANIA AVE,30, , ,3248,PENNSYLVANIA,38.59643723,-90.23264937,1654
3,2017-03,3,2017,3/26/17 17:30,41011,3,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",2751,VICTOR ST,24, ,FOX PARK,2751,VICTOR,38.60748757,-90.22583711,1655
2,2017-03,3,2017,3/26/17 17:45,71030,5,"AUTO THEFT-PERM RETNT/JOY RIDE",5221,WASHINGTON PL,38, , ,5221,WASHINGTON,38.65149675,-90.27064678,1656
2,2017-03,3,2017,3/26/17 17:50,64701,4,"LARCENY-FROM MTR VEH UNDER $500",600,S BROADWAY,35,S&H PARKING, , , ,38.62101393,-90.19161113,1657
2,2017-03,3,2017,3/26/17 18:00,64711,5,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",4465,LACLEDE AVE,38, , ,4465,LACLEDE,38.63976146,-90.25740273,1658
6,2017-03,3,2017,3/26/17 18:27,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5060,WREN AVE,72, , ,5060,WREN,38.69831586,-90.25253602,1659
3,2017-03,3,2017,3/26/17 18:50,41013,1,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",0,I 55 NORTHBOUND / LOUGHBOROUGH,1, , ,6423,VERMONT,38.55661535,-90.25899279,1660
2,2017-03,3,2017,3/26/17 19:00,64701,3,"LARCENY-FROM MTR VEH UNDER $500",0,GEYER AVE / OREGON AVE,24, , ,1901,OREGON,38.6136575,-90.22693463,1661
7,2017-03,3,2017,3/26/17 19:28,152200,3,"WEAPONS-CITY VIOL/DISCHRGING IN CITY",2700,VICTOR ST,24,FOX PARK, , , ,38.60715535,-90.22468178,1662
2,2017-03,3,2017,3/26/17 19:39,51211,3,"BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED",3853,ILLINOIS AVE,18, ,BATHROOM WINDOW VIA ATTACHED SHED,3853,ILLINOIS,38.58419531,-90.22413766,1663
5,2017-03,3,2017,3/26/17 20:00,115100,5,"FRAUD-STEALING BY DECEIT/OVER $150",0,RIDGE AVE / UNION BLVD,51, , , , ,38.66333538,-90.26976778,1664
3,2017-03,3,2017,3/26/17 20:05,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",5966,SHERRY AVE,76,RESIDENCE LIVING ROOM,ONE BULLET HOLE WAS FOUND IN THE LIV,5966,SHERRY,38.70143842,-90.25934707,1665
2,2017-03,3,2017,3/26/17 21:00,72113,4,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",333,WASHINGTON AVE,35,HAMPTON IN HOTEL,GUARDED PARKING LOT,333,WASHINGTON,38.63009481,-90.18648966,1666
2,2017-03,3,2017,3/26/17 21:30,64701,6,"LARCENY-FROM MTR VEH UNDER $500",734,BADEN AVE,74, , ,734,BADEN,38.7111395,-90.23034353,1667
6,2017-03,3,2017,3/26/17 21:35,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2728,GEYER AVE,24, , ,2728,GEYER,38.61313084,-90.22482939,1668
2,2017-03,3,2017,3/26/17 22:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",3923,DELOR ST,5, , ,3923,DELOR,38.5772394,-90.25834601,1669
2,2017-03,3,2017,3/26/17 22:00,71030,3,"AUTO THEFT-PERM RETNT/JOY RIDE",112,SIDNEY ST,20, , ,112,SIDNEY,38.59751748,-90.20023573,1670
4,2017-03,3,2017,3/26/17 22:30,83000,6,"ARSON-KNOWINGLY BURNING/SUCCESS",8500,PARTRIDGE AVE,74, , ,8500,PARTRIDGE,38.71195207,-90.24243109,1671
2,2017-03,3,2017,3/26/17 22:30,65601,6,"LARCENY-MTR VEH PARTS $500 - $24,999",7819,N BROADWAY,74,COOLEY AUTOS, ,7819,BROADWAY,38.70634833,-90.23051467,1672
6,2017-03,3,2017,3/26/17 22:58,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3430,GRAVOIS AVE,30,@ SCHNUCK S, , , ,38.59433932,-90.24119586,1673
2,2017-03,3,2017,3/26/17 23:20,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",0,N 18TH ST / LOCUST ST,36, , , , ,38.63256046,-90.20544356,1674
2,2017-03,3,2017,3/27/17 0:01,52312,2,"BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED",3659,S GRAND BLVD,15, , ,3659,GRAND,38.59066713,-90.24454718,1675
6,2017-03,3,2017,3/27/17 0:01,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2830,GAMBLE ST,59,JVL APARMENTS, ,2830,GAMBLE,38.64099658,-90.21683299,1676
6,2017-03,3,2017,3/27/17 0:40,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1916,LUCAS AVE,36, , ,1916,LUCAS,38.63430294,-90.20606448,1677
2,2017-03,3,2017,3/27/17 1:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",2000,WASHINGTON AVE,36, , , , ,38.63384933,-90.20804429,1678
6,2017-03,3,2017,3/27/17 1:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2018,ALLEN AVE,23, , ,2022,ALLEN,38.61018447,-90.21564526,1679
2,2017-03,3,2017,3/27/17 1:01,64711,4,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",0,N 20TH ST / DELMAR BLVD,36,MAJESTIC STOVE LOFTS, , , ,38.63559082,-90.20717881,1680
2,2017-03,3,2017,3/27/17 2:00,71030,2,"AUTO THEFT-PERM RETNT/JOY RIDE",4341,SWAN AVE,39, , ,4341,SWAN,38.62614631,-90.25830342,1681
2,2017-03,3,2017,3/27/17 2:00,71013,5,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",1466,CLARA AVE,78, , ,1466,CLARA,38.66926888,-90.27664249,1682
6,2017-03,3,2017,3/27/17 2:50,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2823,TEXAS AVE,30, , ,2823,TEXAS,38.60286149,-90.22501243,1683
2,2017-03,3,2017,3/27/17 4:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3830,VIRGINIA AVE,16, , ,3830,VIRGINIA,38.5867317,-90.23933991,1684
6,2017-03,3,2017,3/27/17 6:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3605,S BROADWAY,18,PHILLIP 66, , , ,38.58988208,-90.21948749,1685
2,2017-03,3,2017,3/27/17 6:30,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",100,S 9TH ST,35, , , , ,38.62417059,-90.19431038,1686
6,2017-03,3,2017,3/27/17 6:30,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1023,SPRUCE ST,35,CUPPLES PARKING GARAGE, ,1000,SPRUCE,38.62413804,-90.19763584,1687
2,2017-03,3,2017,3/27/17 7:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",2244,S KINGSHIGHWAY BLVD,13,DON BROWN CHEVROLET, ,2244,KINGSHIGHWAY,38.61445154,-90.26647918,1688
6,2017-03,3,2017,3/27/17 7:00,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3646,BATES ST,3, , ,3646,BATES,38.56905045,-90.25596984,1689
2,2017-03,3,2017,3/27/17 8:46,64701,4,"LARCENY-FROM MTR VEH UNDER $500",2014,MALLINCKRODT ST,65, ,IN THE REAR PARKING LOT,2014,MALLINCKRODT,38.6588566,-90.2026985,1690
6,2017-03,3,2017,3/27/17 9:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6053,THEKLA AVE,76, , ,6053,THEKLA,38.70484281,-90.25644778,1691
3,2017-03,3,2017,3/27/17 9:35,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5622,COTE BRILLIANTE AVE,50, , ,5622,COTE BRILLIANTE,38.67195923,-90.27488069,1692
3,2017-03,3,2017,3/27/17 10:06,92000,3,"SIMPLE ASSAULT-HARRASSMENT",4115,OREGON AVE,16, , ,4115,OREGON,38.5810387,-90.23415999,1693
2,2017-03,3,2017,3/27/17 12:00,64701,2,"LARCENY-FROM MTR VEH UNDER $500",719,CONCOURSE DR,82, , ,719,CONCOURSE,38.63570973,-90.28469864,1694
2,2017-03,3,2017,3/27/17 12:00,64701,3,"LARCENY-FROM MTR VEH UNDER $500",2600,CHOUTEAU AVE,31,QUIKTRIP, ,1128,18TH,38.62203284,-90.21893211,1695
2,2017-03,3,2017,3/27/17 13:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",7301,S BROADWAY,2, ,@OFF TRACK SALOON,7301,BROADWAY,38.54972716,-90.2558334,1696
2,2017-03,3,2017,3/27/17 13:30,63701,2,"LARCENY-SHOPLIFT UNDER $500",1615,S KINGSHIGHWAY BLVD,12,QT,@QT - S KINGSHIGHWAY / MCREE,1615,KINGSHIGHWAY,38.62017254,-90.26709556,1697
2,2017-03,3,2017,3/27/17 13:50,51122,4,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",2603,HADLEY ST,63, , ,2603,HADLEY,38.65050833,-90.19495694,1698
3,2017-03,3,2017,3/27/17 14:00,41011,5,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,AMHERST PL / OAKHERST PL,48, , , , ,38.66755751,-90.28960762,1699
2,2017-03,3,2017,3/27/17 14:00,71013,4,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",1400,MARKET ST,36, ,@CITY COURT,1400,MARKET,38.6274088,-90.2020632,1700
2,2017-03,3,2017,3/27/17 14:21,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4643,EVANS AVE,54, , ,4643,EVANS,38.6588254,-90.25302707,1701
2,2017-03,3,2017,3/27/17 14:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",4144,LINDELL BLVD,38, , ,4144,LINDELL,38.63990562,-90.24766389,1702
6,2017-03,3,2017,3/27/17 14:41,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3518,HALLIDAY AVE,25, , ,3518,HALLIDAY,38.60491181,-90.2402463,1703
3,2017-03,3,2017,3/27/17 14:45,91123,4,"SIMPLE ASSAULT-CHILD/NO INJURY",310,N 15TH ST,36, , ,310,15TH,38.63080976,-90.20157758,1704
2,2017-03,3,2017,3/27/17 15:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1000,SIDNEY ST,21, ,@BAR- BIG DADDYS,1000,SIDNEY,38.60127697,-90.21016842,1705
7,2017-03,3,2017,3/27/17 15:00,151110,6,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",4432,BIRCHER BLVD,69, ,1ST FLOOR,4432,BIRCHER,38.68240884,-90.23134785,1706
3,2017-03,3,2017,3/27/17 15:03,91123,6,"SIMPLE ASSAULT-CHILD/NO INJURY",4524,HARRIS AVE,68, , ,4524,HARRIS,38.67540382,-90.22300645,1707
2,2017-03,3,2017,3/27/17 15:20,63601,4,"LARCENY-SHOPLIFT $500 - $24,999",917,OLIVE ST,35,CLARKSON EYECARE, ,916,OLIVE,38.62943402,-90.19412385,1708
2,2017-03,3,2017,3/27/17 15:56,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",1,FINE ARTS DR,82,ART MUSEUM EAST PARKING LOT, ,1,FINE ARTS,38.6394621,-90.29466589,1709
2,2017-03,3,2017,3/27/17 16:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",4617,S COMPTON AVE,16, , ,4617,COMPTON,38.57272285,-90.24175124,1710
3,2017-03,3,2017,3/27/17 16:35,41014,1,"ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC",5028,CHIPPEWA ST,7, , ,5028,CHIPPEWA,38.59135259,-90.27767762,1711
2,2017-03,3,2017,3/27/17 16:35,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,CENTER CROSS DR / MAIN DR,81, , , , ,38.60666293,-90.25780572,1712
2,2017-03,3,2017,3/27/17 16:50,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",0,BOTANICAL AVE / MARCONI AVE,12, , , , ,38.61210901,-90.27333057,1713
2,2017-03,3,2017,3/27/17 17:00,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1322,N 9TH ST,62, , ,1322,9TH,38.63735461,-90.19046702,1714
2,2017-03,3,2017,3/27/17 17:04,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",6002,CLEMENS AVE,48, , ,6002,CLEMENS,38.65684909,-90.29303583,1715
2,2017-03,3,2017,3/27/17 17:20,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1110,VICTOR ST,21,SOULARD SCHOOL, ,1110,VICTOR,38.60262458,-90.21102243,1716
2,2017-03,3,2017,3/27/17 18:00,64701,4,"LARCENY-FROM MTR VEH UNDER $500",3122,N GRAND BLVD,59, , ,3122,GRAND,38.6587901,-90.2179813,1717
2,2017-03,3,2017,3/27/17 18:45,63701,1,"LARCENY-SHOPLIFT UNDER $500",0,CHRISTY BLVD / S KINGSHIGHWAY,6, , , , ,38.58480153,-90.27663395,1718
6,2017-03,3,2017,3/27/17 19:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4350,LACLEDE AVE,38, , ,4350,LACLEDE,38.63813301,-90.25340549,1719
2,2017-03,3,2017,3/27/17 19:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3400,CONNECTICUT ST,25, , ,3400,CONNECTICUT,38.59924575,-90.23847236,1720
3,2017-03,3,2017,3/27/17 19:15,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",1333,N 6TH ST,62, ,MCQUIRE WAREHOUSE,1333,6TH,38.6374215,-90.18773911,1721
3,2017-03,3,2017,3/27/17 19:50,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",4016,PLEASANT ST,67, , ,4016,PLEASANT,38.66289318,-90.21263025,1722
2,2017-03,3,2017,3/27/17 20:00,69602,6,"LARCENY-ALL OTHER $500 - $24,999",5412,N KINGSHIGHWAY BLVD,71, , ,5412,KINGSHIGHWAY,38.68991554,-90.23836402,1723
2,2017-03,3,2017,3/27/17 20:05,31111,2,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1551,S GRAND BLVD,29,BP GAS STATION, ,1551,GRAND,38.61933415,-90.23933536,1724
2,2017-03,3,2017,3/27/17 20:20,63701,4,"LARCENY-SHOPLIFT UNDER $500",3645,PAGE BLVD,77, , ,3645,PAGE,38.64680465,-90.22861632,1725
2,2017-03,3,2017,3/27/17 20:30,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",0,W FLORISSANT AVE / GILMORE AVE,72, , ,5772,FLORISSANT,38.70399361,-90.24705475,1726
2,2017-03,3,2017,3/27/17 20:45,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",5900,BERTHOLD AVE,41, ,NIES ARTCRAFT PRINTING,5900,BERTHOLD,38.62888535,-90.28577413,1727
2,2017-03,3,2017,3/27/17 21:05,31111,6,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",7907,N BROADWAY,74,NICK S BAR AND GRILL, ,7907,BROADWAY,38.70753387,-90.23022111,1728
